"Use_Case_Number","Use_Case_Name","Application_Context"
UCECU086,"EC2 Instance Started With Previously Unseen AMI","DA-ESS-ContentUpdate"
UCECU087,"EC2 Instance Started With Previously Unseen Instance Type","DA-ESS-ContentUpdate"
UCECU088,"EC2 Instance Started With Previously Unseen User","DA-ESS-ContentUpdate"
UCECU089,"Email Attachments With Lots Of Spaces","DA-ESS-ContentUpdate"
UCECU090,"Email files written outside of the Outlook directory","DA-ESS-ContentUpdate"
UCECU091,"Email servers sending high volume traffic to hosts","DA-ESS-ContentUpdate"
UCECU092,"Excessive DNS Failures","DA-ESS-ContentUpdate"
UCECU093,"Execution of File With Spaces Before Extension","DA-ESS-ContentUpdate"
UCECU094,"Execution of File with Multiple Extensions","DA-ESS-ContentUpdate"
UCECU095,"Extended Period Without Successful Netbackup Backups","DA-ESS-ContentUpdate"
UCECU096,"File with Samsam Extension","DA-ESS-ContentUpdate"
UCECU097,"First Time Seen Running Windows Service","DA-ESS-ContentUpdate"
UCECU098,"First time seen command line argument","DA-ESS-ContentUpdate"
UCECU099,"GCP GCR container uploaded","DA-ESS-ContentUpdate"
UCECU100,"GCP Kubernetes cluster scan detection","DA-ESS-ContentUpdate"
UCECU101,"Hiding Files And Directories With Attrib.exe","DA-ESS-ContentUpdate"
UCECU102,"Hosts receiving high volume of network traffic from email server","DA-ESS-ContentUpdate"
UCECU103,"Identify New User Accounts","DA-ESS-ContentUpdate"
UCECU104,"Large Volume of DNS ANY Queries","DA-ESS-ContentUpdate"
UCECU105,"MacOS - Re-opened Applications","DA-ESS-ContentUpdate"
UCECU106,"Malicious PowerShell Process - Connect To Internet With Hidden Window","DA-ESS-ContentUpdate"
UCECU107,"Malicious PowerShell Process - Encoded Command","DA-ESS-ContentUpdate"
UCECU108,"Malicious PowerShell Process - Execution Policy Bypass","DA-ESS-ContentUpdate"
UCECU109,"Malicious PowerShell Process - Multiple Suspicious Command-Line Arguments","DA-ESS-ContentUpdate"
UCECU110,"Malicious PowerShell Process With Obfuscation Techniques","DA-ESS-ContentUpdate"
UCECU111,"Monitor DNS For Brand Abuse","DA-ESS-ContentUpdate"
UCECU112,"Monitor Email For Brand Abuse","DA-ESS-ContentUpdate"
UCECU113,"Monitor Registry Keys for Print Monitors","DA-ESS-ContentUpdate"
UCECU114,"Monitor Web Traffic For Brand Abuse","DA-ESS-ContentUpdate"
UCECU115,"Multiple Okta Users With Invalid Credentails From The Same IP","DA-ESS-ContentUpdate"
UCECU116,"New container uploaded to AWS ECR","DA-ESS-ContentUpdate"
UCECU117,"No Windows Updates in a time frame","DA-ESS-ContentUpdate"
UCECU118,"Okta Account Lockout Events","DA-ESS-ContentUpdate"
UCECU119,"Okta Failed SSO Attempts","DA-ESS-ContentUpdate"
UCECU120,"Okta User Logins From Multiple Cities","DA-ESS-ContentUpdate"
UCECU121,"Open Redirect in Splunk Web","DA-ESS-ContentUpdate"
UCECU122,"Osquery pack - ColdRoot detection","DA-ESS-ContentUpdate"
UCECU123,"Overwriting Accessibility Binaries","DA-ESS-ContentUpdate"
UCECU124,"Process Execution via WMI","DA-ESS-ContentUpdate"
UCECU125,"Processes Tapping Keyboard Events","DA-ESS-ContentUpdate"
UCECU126,"Processes created by netsh","DA-ESS-ContentUpdate"
UCECU127,"Processes launching netsh","DA-ESS-ContentUpdate"
UCECU128,"Prohibited Network Traffic Allowed","DA-ESS-ContentUpdate"
UCECU129,"Prohibited Software On Endpoint","DA-ESS-ContentUpdate"
UCECU130,"Protocol or Port Mismatch","DA-ESS-ContentUpdate"
UCECU131,"Protocols passing authentication in cleartext","DA-ESS-ContentUpdate"
UCECU132,"Reg.exe Manipulating Windows Services Registry Keys","DA-ESS-ContentUpdate"
UCECU133,"Reg.exe used to hide files/directories via registry keys","DA-ESS-ContentUpdate"
UCECU134,"Registry Keys Used For Persistence","DA-ESS-ContentUpdate"
UCECU135,"Registry Keys Used For Privilege Escalation","DA-ESS-ContentUpdate"
UCECU136,"Registry Keys for Creating SHIM Databases","DA-ESS-ContentUpdate"
UCECU137,"Remote Desktop Network Bruteforce","DA-ESS-ContentUpdate"
UCECU138,"Remote Desktop Network Traffic","DA-ESS-ContentUpdate"
UCECU139,"Remote Desktop Process Running On System","DA-ESS-ContentUpdate"
UCECU140,"Remote Process Instantiation via WMI","DA-ESS-ContentUpdate"
UCECU141,"Remote Registry Key modifications","DA-ESS-ContentUpdate"
UCECU142,"Remote WMI Command Attempt","DA-ESS-ContentUpdate"
UCECU143,"RunDLL Loading DLL By Ordinal","DA-ESS-ContentUpdate"
UCECU144,"SMB Traffic Spike","DA-ESS-ContentUpdate"
UCECU145,"SMB Traffic Spike - MLTK","DA-ESS-ContentUpdate"
UCECU146,"SQL Injection with Long URLs","DA-ESS-ContentUpdate"
UCECU147,"Samsam Test File Write","DA-ESS-ContentUpdate"
UCECU148,"Sc.exe Manipulating Windows Services","DA-ESS-ContentUpdate"
UCECU149,"Scheduled Task Name Used by Dragonfly Threat Actors","DA-ESS-ContentUpdate"
UCECU150,"Scheduled tasks used in BadRabbit ransomware","DA-ESS-ContentUpdate"
UCECU151,"Schtasks scheduling job on remote system","DA-ESS-ContentUpdate"
UCECU152,"Schtasks used for forcing a reboot","DA-ESS-ContentUpdate"
UCECU153,"Script Execution via WMI","DA-ESS-ContentUpdate"
UCECU154,"Shim Database File Creation","DA-ESS-ContentUpdate"
UCECU155,"Shim Database Installation With Suspicious Parameters","DA-ESS-ContentUpdate"
UCECU156,"Short Lived Windows Accounts","DA-ESS-ContentUpdate"
UCECU157,"Single Letter Process On Endpoint","DA-ESS-ContentUpdate"
UCECU158,"Spectre and Meltdown Vulnerable Systems","DA-ESS-ContentUpdate"
UCECU159,"Spike in File Writes","DA-ESS-ContentUpdate"
UCECU160,"Splunk Enterprise Information Disclosure","DA-ESS-ContentUpdate"
UCECU161,"Suspicious Changes to File Associations","DA-ESS-ContentUpdate"
UCECU162,"Suspicious Email - UBA Anomaly","DA-ESS-ContentUpdate"
UCECU163,"Suspicious Email Attachment Extensions","DA-ESS-ContentUpdate"
UCECU164,"Suspicious File Write","DA-ESS-ContentUpdate"
UCECU165,"Suspicious Java Classes","DA-ESS-ContentUpdate"
UCECU166,"Suspicious LNK file launching a process","DA-ESS-ContentUpdate"
UCECU167,"Suspicious Reg.exe Process","DA-ESS-ContentUpdate"
UCECU168,"Suspicious wevtutil Usage","DA-ESS-ContentUpdate"
UCECU169,"Suspicious writes to System Volume Information","DA-ESS-ContentUpdate"
UCECU170,"Suspicious writes to windows Recycle Bin","DA-ESS-ContentUpdate"
UCECU171,"System Processes Run From Unexpected Locations","DA-ESS-ContentUpdate"
UCECU172,"TOR Traffic","DA-ESS-ContentUpdate"
UCECU173,"USN Journal Deletion","DA-ESS-ContentUpdate"
UCECU174,"Uncommon Processes On Endpoint","DA-ESS-ContentUpdate"
UCECU175,"Unload Sysmon Filter Driver","DA-ESS-ContentUpdate"
UCECU176,"Unsigned Image Loaded by LSASS","DA-ESS-ContentUpdate"
UCECU177,"Unsuccessful Netbackup backups","DA-ESS-ContentUpdate"
UCECU178,"Unusually Long Command Line","DA-ESS-ContentUpdate"
UCECU179,"Unusually Long Command Line - MLTK","DA-ESS-ContentUpdate"
UCECU180,"Unusually Long Content-Type Length","DA-ESS-ContentUpdate"
UCECU181,"WMI Permanent Event Subscription","DA-ESS-ContentUpdate"
UCECU182,"WMI Permanent Event Subscription - Sysmon","DA-ESS-ContentUpdate"
UCECU183,"WMI Temporary Event Subscription","DA-ESS-ContentUpdate"
UCECU184,"Web Fraud - Account Harvesting","DA-ESS-ContentUpdate"
UCECU185,"Web Fraud - Anomalous User Clickspeed","DA-ESS-ContentUpdate"
UCECU186,"Web Fraud - Password Sharing Across Accounts","DA-ESS-ContentUpdate"
UCECU187,"Web Servers Executing Suspicious Processes","DA-ESS-ContentUpdate"
UCECU188,"Windows Event Log Cleared","DA-ESS-ContentUpdate"
UCECU189,"Windows hosts file modification","DA-ESS-ContentUpdate"
UCPCI001,"Anomalous Update Service Detected","Splunk_DA-ESS_PCICompliance"
UCPCI002,"Credit Card Data Transmitted In Clear","Splunk_DA-ESS_PCICompliance"
UCPCI003,"High/Critical Update Missing","Splunk_DA-ESS_PCICompliance"
UCPCI004,"Inactive Antivirus Client Detected","Splunk_DA-ESS_PCICompliance"
UCPCI005,"Privileged Authentication Without Multifactor Detected","Splunk_DA-ESS_PCICompliance"
UCPCI006,"Prohibited or Insecure Port Detected","Splunk_DA-ESS_PCICompliance"
UCPCI007,"Rogue Wireless Device","Splunk_DA-ESS_PCICompliance"
UCPCI008,"System Misconfigured","Splunk_DA-ESS_PCICompliance"
UCPCI009,"Unauthorized Wireless Device Detected","Splunk_DA-ESS_PCICompliance"
UCPCI010,"Unauthorized or Insecure Communication Permitted","Splunk_DA-ESS_PCICompliance"
UCPCI011,"Unencrypted Traffic on Wireless Network","Splunk_DA-ESS_PCICompliance"
UCPCI012,"Weak Encrypted Communication Detected","Splunk_DA-ESS_PCICompliance"
,"AWS Credential Compromise Detected","Splunk_Professional_Services"
,"Abnormal Redemption of Rewards","Splunk_Professional_Services"
,"Abnormally High Number of Endpoint Changes By User","DA-ESS-EndpointProtection"
,"Abnormally High Number of HTTP Method Events By Src","DA-ESS-NetworkProtection"
,"Account Deleted","SA-AccessProtection"
,"Account logon successful - method outside of policy","Splunk_Professional_Services"
,"Activity from Expired User Identity","SA-IdentityManagement"
,"Activity on previously inactive account","Splunk_Professional_Services"
,"Alert per host where web application logs indicate a source IP not classified as WAF","Splunk_Professional_Services"
,"Allowed Communication from a endpoint with external ""risky"" category","Splunk_Professional_Services"
,"Anomalous Audit Trail Activity Detected","SA-AuditAndDataProtection"
,"Anomalous New Listening Port","DA-ESS-EndpointProtection"
,"Anomalous New Process","SA-EndpointProtection"
,"Anomalous New Service","SA-EndpointProtection"
,"Asset Ownership Unspecified","SA-IdentityManagement"
,"Asset exceeds risk threshold","Splunk_Professional_Services"
,"Attempted communication through external firewall not explicitly granted","Splunk_Professional_Services"
,"Authenticated communication from a risky source network","Splunk_Professional_Services"
,"Blacklisted Application","Splunk_User_Behavior_Analytics"
,"Blacklisted Domain","Splunk_User_Behavior_Analytics"
,"Blacklisted IP Address","Splunk_User_Behavior_Analytics"
,"Brute Force Access Behavior Detected","SA-AccessProtection"
,"Brute Force Access Behavior Detected Over One Day","SA-AccessProtection"
,"Brute Force Attack","Splunk_User_Behavior_Analytics"
,"Brute Force Authentication Attempted by IP","Splunk_Professional_Services"
,"Brute force authentication attempt distributed","Splunk_Professional_Services"
,"Brute force successful authentication","Splunk_Professional_Services"
,"Chained Exploit Followed by Suspicious Events Detected","Splunk_Professional_Services"
,"Cleartext Password At Rest Detected","SA-AccessProtection"
,"Communication from or to an enclave network permitted by previously unknown or modified firewall rule","Splunk_Professional_Services"
,"Communication outbound to regions without business relationship","Splunk_Professional_Services"
,"Communication to an enclave network from a non-enclave network","Splunk_Professional_Services"
,"Communication with command and control over HTTP(s)","Splunk_Professional_Services"
,"Communication with enclave by default rule","Splunk_Professional_Services"
,"Communication with newly seen domain","Splunk_Professional_Services"
,"Communication with unestablished domain","Splunk_Professional_Services"
,"Completely Inactive Account","SA-AccessProtection"
,"Compromised account access testing","Splunk_Professional_Services"
,"Compromised account access testing (Critical/Sensitive Resource)","Splunk_Professional_Services"
,"Concurrent Login Attempts Detected","DA-ESS-AccessProtection"
,"Default Account Activity Detected","SA-AccessProtection"
,"Default Account At Rest Detected","SA-AccessProtection"
,"Detect DNS Exfil Attacker Controlled External Authoritative DNS","Splunk_Professional_Services"
,"Detect DNS Exfil using physical observer (TAP) or MITM (BGP)","Splunk_Professional_Services"
,"Detect Excessive Increase in HTTP Error Codes by Src","Splunk_Professional_Services"
,"Detect Multiple Primary Functions","Splunk_Professional_Services"
,"Detect Newly Seen Public Web Application (Internal)","Splunk_Professional_Services"
,"Detect Unauthorized Use of Remote Access Technologies","Splunk_Professional_Services"
,"Detect unauthorized external use of DNS Protocol","Splunk_Professional_Services"
,"Detection Risky Referral Domains","Splunk_Professional_Services"
,"Detection of Communication with Algorithmically Generated Domain","Splunk_Professional_Services"
,"Detection of DNS Tunnel","Splunk_Professional_Services"
,"Detection of Prohibited Protocol (Application)","Splunk_Professional_Services"
,"Detection of new/prohibited web application","Splunk_Professional_Services"
,"Detection of unauthorized using DNS resolution for WPAD","Splunk_Professional_Services"
,"Direct Authentication to NHA","Splunk_Professional_Services"
,"Download From Internal Server","Splunk_User_Behavior_Analytics"
,"Endpoint Multiple devices infected in 48 hours in the same site","Splunk_Professional_Services"
,"Endpoint Multiple devices infected in 48 hours in the same subnet","Splunk_Professional_Services"
,"Endpoint Multiple devices infected in 48 hours owned by users in the same organizational unit","Splunk_Professional_Services"
,"Endpoint Multiple infections over short time","Splunk_Professional_Services"
,"Endpoint communicating with an excessive number of unique hosts","Splunk_Professional_Services"
,"Endpoint communicating with an excessive number of unique ports","Splunk_Professional_Services"
,"Endpoint communicating with external service identified on a threat list","Splunk_Professional_Services"
,"Endpoint detected malware infection from url","Splunk_Professional_Services"
,"Endpoint failure to sync time","Splunk_Professional_Services"
,"Endpoint uncleaned malware detection","Splunk_Professional_Services"
,"Exception to Approved Flow for Web Applications","Splunk_Professional_Services"
,"Excessive Box Downloads","Splunk_User_Behavior_Analytics"
,"Excessive DNS Failures","DA-ESS-NetworkProtection"
,"Excessive DNS Queries","DA-ESS-NetworkProtection"
,"Excessive Data Printed","Splunk_User_Behavior_Analytics"
,"Excessive Data Transmission","Splunk_User_Behavior_Analytics"
,"Excessive Downloads via VPN","Splunk_User_Behavior_Analytics"
,"Excessive Failed Logins","SA-AccessProtection"
,"Excessive HTTP Failure Responses","DA-ESS-NetworkProtection"
,"Excessive Proxy Denies by Single Host","Splunk_Professional_Services"
,"Excessive number of emails sent from internal user","Splunk_Professional_Services"
,"Excessive physical access failures to CIP assets","Splunk_Professional_Services"
,"Excessive use of Shared Secrets","Splunk_Professional_Services"
,"Expected Host Not Reporting","SA-AuditAndDataProtection"
,"External Alarm","Splunk_User_Behavior_Analytics"
,"External Alarm Activity","Splunk_Professional_Services"
,"External Website Attack","Splunk_User_Behavior_Analytics"
,"Failed Access By Disabled Badge","Splunk_User_Behavior_Analytics"
,"Failed Badge Accesses on Multiple Doors","Splunk_User_Behavior_Analytics"
,"First Redemption of Rewards","Splunk_Professional_Services"
,"Flight Risk User","Splunk_User_Behavior_Analytics"
,"Generate Authentication Notable Events","Splunk_TA_Essentials"
,"Geographically Improbable Access Detected","DA-ESS-AccessProtection"
,"Geographically Improbable Access Detected to Single Application","Splunk_Professional_Services"
,"HTTP Brute Force Activity Detected","Splunk_Professional_Services"
,"High Number Of Infected Hosts","DA-ESS-EndpointProtection"
,"High Number of Hosts Not Updating Malware Signatures","DA-ESS-EndpointProtection"
,"High Number of Newly Seen Connections to Internal Hosts","Splunk_Professional_Services"
,"High Or Critical Priority Host With Malware Detected","DA-ESS-EndpointProtection"
,"High Process Count","DA-ESS-EndpointProtection"
,"High Volume Email Activity to Non-corporate Domains by User","DA-ESS-IdentityManagement"
,"High Volume of Web Activity from Critical System","DA-ESS-NetworkProtection"
,"High or Critical Priority Individual Logging into Infected Machine","DA-ESS-AccessProtection"
,"Host Sending Excessive Email","DA-ESS-EndpointProtection"
,"Host With A Recurring Malware Infection","SA-EndpointProtection"
,"Host With High Number Of Listening ports","DA-ESS-EndpointProtection"
,"Host With High Number Of Services","DA-ESS-EndpointProtection"
,"Host With Multiple Infections","DA-ESS-EndpointProtection"
,"Host With Old Infection Or Potential Re-Infection","DA-ESS-EndpointProtection"
,"Identify users of Cloud Services that may not be approved","Splunk_Professional_Services"
,"Imperva WAF attacks from internal host","Splunk_TA_Essentials"
,"Improbable distance between logins","Splunk_Professional_Services"
,"Improbably short time between Remote Authentications with IP change","Splunk_Professional_Services"
,"In-Scope Device with Outdated Anti-Malware Found","Splunk_Professional_Services"
,"Inactive Account Activity Detected","SA-AccessProtection"
,"Increase risk score of employees once adverse separation is identified or anticipated","Splunk_Professional_Services"
,"Insecure Or Cleartext Authentication Detected","SA-AccessProtection"
,"Insecure authentication method detected","Splunk_Professional_Services"
,"Land Speed Violation","Splunk_User_Behavior_Analytics"
,"Local Account Creation","Splunk_User_Behavior_Analytics"
,"Local authentication server","Splunk_Professional_Services"
,"Machine Generated Beacon","Splunk_User_Behavior_Analytics"
,"Machine Generated Beacon (HTTP)","Splunk_User_Behavior_Analytics"
,"Machine Generated Beacon (IP)","Splunk_User_Behavior_Analytics"
,"Malicious AD Activity","Splunk_User_Behavior_Analytics"
,"Malware detected compliance asset","Splunk_Professional_Services"
,"Malware signature not updated by SLA for compliance asset","Splunk_Professional_Services"
,"Microsoft Windows-0001-Newly seen interaction with a share from endpoint to endpoint","Splunk_Professional_Services"
,"Microsoft Windows-0002-Password Spraying Attack","Splunk_Professional_Services"
,"Monitor Execution of Triage Activity","Splunk_Professional_Services"
,"Monitor change for high value groups","Splunk_Professional_Services"
,"Monitor use attempts of human accounts once primary account is expired disabled or deleted","Splunk_Professional_Services"
,"Multiple Authentication Errors","Splunk_User_Behavior_Analytics"
,"Multiple Authentication Failures","Splunk_Professional_Services"
,"Multiple Authentications","Splunk_Professional_Services"
,"Multiple Badge Accesses","Splunk_User_Behavior_Analytics"
,"Multiple Box Login Errors","Splunk_User_Behavior_Analytics"
,"Multiple Box Logins","Splunk_User_Behavior_Analytics"
,"Multiple Box Operations","Splunk_User_Behavior_Analytics"
,"Multiple External Alarms","Splunk_Professional_Services"
,"Multiple Failed Badge Access Attempts","Splunk_User_Behavior_Analytics"
,"Multiple Login Errors","Splunk_User_Behavior_Analytics"
,"Multiple Logins","Splunk_Professional_Services"
,"Multiple Outgoing Connections","Splunk_Professional_Services"
,"Multiple Primary Functions Detected","SA-EndpointProtection"
,"Multiple Sessions Denial","Splunk_User_Behavior_Analytics"
,"Network Change Detected","SA-NetworkProtection"
,"Network Device Rebooted","SA-NetworkProtection"
,"Network Intrusion - New Signatures","Splunk_Professional_Services"
,"Network Intrusion Detected","Splunk_Professional_Services"
,"Network Intrusion Event detected on Malware Infected Host","Splunk_Professional_Services"
,"Network Intrusion Internal Network","Splunk_Professional_Services"
,"Network Malware Detection","Splunk_Professional_Services"
,"Network Protocol Violation","Splunk_User_Behavior_Analytics"
,"Network authentication using password auth","Splunk_Professional_Services"
,"New Connection to In-Scope Device","Splunk_Professional_Services"
,"New User Account Created On Multiple Hosts","DA-ESS-EndpointProtection"
,"New malware detected by signature","Splunk_Professional_Services"
,"Newly Seen Authentication Behavior from VIP or Executive User","Splunk_Professional_Services"
,"Newly Seen File Successfully Executed by Web Application","Splunk_Professional_Services"
,"Newly Seen Scheduled Task Detected by Host","Splunk_Professional_Services"
,"Non human account starting processes not associated with the purpose of the account","Splunk_Professional_Services"
,"Non-CIP user attempts to access CIP asset","Splunk_Professional_Services"
,"Outbreak Detected","SA-EndpointProtection"
,"Period with Unusual Windows Activity Sequences","Splunk_User_Behavior_Analytics"
,"Period with Unusual Windows Security Event Sequences","Splunk_Professional_Services"
,"Personally Identifiable Information Detected","SA-AuditAndDataProtection"
,"Possible Phishing Attempt","Splunk_User_Behavior_Analytics"
,"Potential Gap in Data","SA-AuditAndDataProtection"
,"Potential Webshell Activity","Splunk_Professional_Services"
,"Previously active account has not accessed enclave/lifecycle","Splunk_Professional_Services"
,"Privileged user accessing more than expected number of machines in period","Splunk_Professional_Services"
,"Prohibited Port Activity Detected","DA-ESS-NetworkProtection"
,"Prohibited Process Detected","SA-EndpointProtection"
,"Prohibited Service Detected","SA-EndpointProtection"
,"Qualys High Severity Web Apps","Splunk_Professional_Services"
,"Reset of password other than by self for privileged user","Splunk_Professional_Services"
,"Rule-based Anomaly","Splunk_User_Behavior_Analytics"
,"SSH Authentication using unknown key","Splunk_Professional_Services"
,"SSH v1 detected","Splunk_Professional_Services"
,"Same Error On Many Servers Detected","SA-ThreatIntelligence"
,"Scanning Activity","Splunk_Professional_Services"
,"Server generating email outside of approved usage","Splunk_Professional_Services"
,"Short-lived Account Detected","DA-ESS-AccessProtection"
,"Should Timesync Host Not Syncing","SA-EndpointProtection"
,"Slow/Controlled Password Guessing Detected","Splunk_Professional_Services"
,"Substantial Increase In Intrusion Events","SA-NetworkProtection"
,"Substantial Increase In Port Activity","SA-NetworkProtection"
,"Successfully authenticated computer accounts accessing network resources","Splunk_Professional_Services"
,"Suspicious Account Activity","Splunk_User_Behavior_Analytics"
,"Suspicious Account Lockout","Splunk_User_Behavior_Analytics"
,"Suspicious Box Usage","Splunk_User_Behavior_Analytics"
,"Suspicious Data Movement","Splunk_Professional_Services"
,"Suspicious Domain Communication","Splunk_Professional_Services"
,"Suspicious Domain Name","Splunk_Professional_Services"
,"Suspicious HTTP redirects","Splunk_Professional_Services"
,"Suspicious IP Address Communication","Splunk_Professional_Services"
,"Suspicious Network Connection","Splunk_User_Behavior_Analytics"
,"Suspicious Network Exploration","Splunk_Professional_Services"
,"Suspicious New Access","Splunk_User_Behavior_Analytics"
,"Suspicious Powershell Activity","Splunk_Professional_Services"
,"Suspicious Powershell Activity Powershell","Splunk_Professional_Services"
,"Suspicious Privilege Escalation","Splunk_User_Behavior_Analytics"
,"System modification to insecure state","Splunk_Professional_Services"
,"Threat Activity Detected","DA-ESS-ThreatIntelligence"
,"Trusted Individual exceeds authorization in observation of other users","Splunk_Professional_Services"
,"USB storage attached an unusually high number of times","Splunk_User_Behavior_Analytics"
,"Unauthorized Access SSO Brute Force","Splunk_Professional_Services"
,"Unauthorized Login Attempt","Splunk_User_Behavior_Analytics"
,"Unauthorized access or risky use of NHA","Splunk_Professional_Services"
,"Unroutable Activity Detected","DA-ESS-NetworkProtection"
,"Untriaged Notable Events","SA-ThreatIntelligence"
,"Unusual AD Event","Splunk_User_Behavior_Analytics"
,"Unusual Activity Time","Splunk_Professional_Services"
,"Unusual Badge Reader Access","Splunk_User_Behavior_Analytics"
,"Unusual Box Activity","Splunk_User_Behavior_Analytics"
,"Unusual Cloud Storage Deletions","Splunk_User_Behavior_Analytics"
,"Unusual Cloud Storage Downloads","Splunk_User_Behavior_Analytics"
,"Unusual External Alarm","Splunk_Professional_Services"
,"Unusual File Extension","Splunk_User_Behavior_Analytics"
,"Unusual Geolocation of Communication Destination","Splunk_Professional_Services"
,"Unusual Machine Access","Splunk_Professional_Services"
,"Unusual Network Activity","Splunk_Professional_Services"
,"Unusual Printer Usage","Splunk_User_Behavior_Analytics"
,"Unusual Time of Badge Access","Splunk_Professional_Services"
,"Unusual USB Activity","Splunk_Professional_Services"
,"Unusual USB Device Plugged In","Splunk_User_Behavior_Analytics"
,"Unusual VPN Login Geolocation","Splunk_Professional_Services"
,"Unusual Volume of Network Activity","DA-ESS-NetworkProtection"
,"Unusual Web Browser","Splunk_Professional_Services"
,"Unusual Windows Security Event","Splunk_Professional_Services"
,"Unusually Long VPN Session","Splunk_Professional_Services"
,"Use of Shared Secret for access to critical or sensitive system","Splunk_Professional_Services"
,"Use of Shared Secret for or by automated process with risky attributes","Splunk_Professional_Services"
,"Use of accountable privileged identity to access new or rare sensitive resource","Splunk_Professional_Services"
,"User Account Cross Enclave Access","Splunk_Professional_Services"
,"User account sharing detection by source device ownership","Splunk_Professional_Services"
,"User authenticated to routine business systems while on extended absence","Splunk_Professional_Services"
,"Validate Execution of Platform Vulnerability Scan","Splunk_Professional_Services"
,"Vulnerability Scanner Detected (by events)","SA-NetworkProtection"
,"Vulnerability Scanner Detected (by targets)","SA-NetworkProtection"
,"Watchlisted Event Observed","SA-ThreatIntelligence"
,"Web Uploads to Non-corporate Sites by Users","DA-ESS-IdentityManagement"
,"Windows security event log purged","Splunk_Professional_Services"
